id,name,furnitureType,subordinateFurnitureType,itemWidth,itemHeight,itemLength
ashleyfurniture.T963-4,North Shore Sofa Table,Table,AccentTable,1.3716,0.9144,0.5588
ashleyfurniture.W117-10,"X-cess 42"" TV Stand",MediaStorage,TvStand,1.0668,0.8128,0.508
ashleyfurniture.W117-15,X-cess TV Stand,MediaStorage,TvStand,1.2192,0.7366,0.508
ashleyfurniture.W117-60,"X-cess 60"" TV Stand",MediaStorage,TvStand,1.4986,0.7366,0.508
ashleyfurniture.W120-10,Maro TV Stand,MediaStorage,TvStand,1.0668,0.6096,0.381
ashleyfurniture.W276-24,Ellenton Pier Cabinet,Cabinet,,0.508,1.5494,0.4064
ashleyfurniture.W276-60,Ellenton Credenza,Credenza,,1.4986,0.6858,0.508
ashleyfurniture.W319-17,Cross Island Corner TV Console,MediaStorage,,1.0668,0.8128,0.508
ashleyfurniture.W319-18,"Cross Island 42"" TV Stand",MediaStorage,TvStand,1.0668,0.8128,0.508
ashleyfurniture.W319-28,"Cross Island 50"" TV Stand",MediaStorage,TvStand,1.27,0.7366,0.508
ashleyfurniture.W319-38,"Cross Island 60"" TV Stand",MediaStorage,TvStand,1.524,0.762,0.508
ashleyfurniture.W319-48,Cross Island Oversized TV Stand,MediaStorage,TvStand,1.524,0.9906,0.508
ashleyfurniture.W371-17,Carlyle Corner TV Console,MediaStorage,,1.0668,0.8128,0.508
ashleyfurniture.W371-18,"Carlyle 42"" TV Stand",MediaStorage,TvStand,1.0668,0.8128,0.508
ashleyfurniture.W371-28,"Carlyle 50"" TV Stand",MediaStorage,TvStand,1.27,0.762,0.508
ashleyfurniture.W371-38,"Carlyle 60"" TV Stand",MediaStorage,TvStand,1.524,0.762,0.508
ashleyfurniture.W371-48,Carlyle Oversized TV Stand,MediaStorage,TvStand,1.524,0.9906,0.508
ashleyfurniture.W403-60,Pinella TV Stand,MediaStorage,TvStand,1.524,0.6096,0.508
ashleyfurniture.W429-21,Wyatt TV Stand,MediaStorage,TvStand,1.6002,0.635,0.508
ashleyfurniture.W430-17,Holfield Corner TV Console,MediaStorage,,1.0668,0.8128,0.508
ashleyfurniture.W430-18,"Holfield 42"" TV Stand",MediaStorage,TvStand,1.0668,0.8128,0.508
ashleyfurniture.W430-28,"Holfield 50"" TV Stand",MediaStorage,TvStand,1.27,0.762,0.508
ashleyfurniture.W430-38,"Holfield 60"" TV Stand",MediaStorage,TvStand,1.524,0.7366,0.508
ashleyfurniture.W461-21,"Naomi 60"" TV Stand",MediaStorage,TvStand,1.5494,0.6096,0.4572
ashleyfurniture.W477-18,"Marion 42"" TV Stand",MediaStorage,TvStand,1.0668,0.8128,0.508
ashleyfurniture.W477-28,"Marion 50"" TV Stand",MediaStorage,TvStand,1.27,0.762,0.508
ashleyfurniture.W477-38,"Marion 60"" TV Stand",MediaStorage,TvStand,1.524,0.762,0.508
ashleyfurniture.W527-17,Hamlyn Corner TV Console,MediaStorage,,1.0668,0.8128,0.508
ashleyfurniture.W527-18,"Hamlyn 42"" TV Stand",MediaStorage,TvStand,1.0668,0.8128,0.508
ashleyfurniture.W527-28,"Hamlyn 50"" TV Stand",MediaStorage,TvStand,1.27,0.762,0.508
ashleyfurniture.W527-38,"Hamlyn 60"" TV Stand",MediaStorage,TvStand,1.524,0.762,0.508
ashleyfurniture.W527-48,Hamlyn TV Stand,MediaStorage,TvStand,1.524,0.9906,0.508
ashleyfurniture.W551-31,Martini Suite TV Stand,MediaStorage,TvStand,1.3208,0.635,0.5334
ashleyfurniture.W553-31,North Shore Narrow TV Stand,MediaStorage,TvStand,1.2954,0.7112,0.5334
ashleyfurniture.W668-22,Key Town TV Stand,MediaStorage,TvStand,1.6256,0.7874,0.5334
ashleyfurniture.W697-20,Porter TV Stand,MediaStorage,TvStand,1.3716,0.762,0.5334
ashleyfurniture.4000160,Crestwood - Walnut Accent Chair,Chair,AccentChair,0.7366,0.9906,0.9144
ashleyfurniture.7150025,Dominator - Black Rocker Recliner,Chair,Recliner,1.0668,1.016,0.9906
ashleyfurniture.7150035,Dominator - Black Loveseat,Couch,Loveseat,1.6764,0.9652,0.9652
ashleyfurniture.7150038,Dominator - Black Sofa,Couch,,2.286,0.9652,0.9652
ashleyfurniture.7155325,Dominator - Mocha Rocker Recliner,Chair,Recliner,1.0668,1.016,0.9906
ashleyfurniture.7155335,Dominator - Mocha Loveseat,Couch,Loveseat,1.6764,0.9652,0.9652
ashleyfurniture.7155338,Dominator - Mocha Sofa,Couch,,2.286,0.9652,0.9652
ashleyfurniture.7156325,Dominator - Cafe Rocker Recliner,Chair,Recliner,1.0668,1.016,0.9906
ashleyfurniture.7156335,Dominator - Cafe Loveseat,Couch,Loveseat,1.6764,0.9652,0.9652
ashleyfurniture.7156338,Dominator - Cafe Sofa,Couch,,2.286,0.9652,0.9652
ashleyfurniture.7590325,Developer - Mocha Rocker Recliner,Chair,Recliner,0.8636,1.0668,1.0668
ashleyfurniture.7590525,Developer - Cafe Rocker Recliner,Chair,Recliner,0.8636,1.0668,1.0668
ashleyfurniture.7720025,Taboo - Caramel Rocker Recliner,Chair,Recliner,1.0668,1.0922,1.0668
ashleyfurniture.7720125,Taboo - Chocolate Rocker Relciner,Chair,Recliner,1.0668,1.0922,1.0668
ashleyfurniture.7720225,Taboo - Burgundy Rocker Recliner,Chair,Recliner,1.0668,1.0922,1.0668
ashleyfurniture.8260314,Delhi - Cafe Ottoman,Ottoman,,1.3208,0.4826,0.635
ashleyfurniture.8260323,Delhi - Cafe Oversized Chair,Chair,,1.397,1.0414,1.016
ashleyfurniture.8260335,Delhi - Cafe Loveseat,Couch,Loveseat,1.6002,1.0414,1.016
ashleyfurniture.8260338,Delhi - Cafe Sofa,Couch,,2.1844,1.0414,1.016
ashleyfurniture.8430314,Claremore - Antique Ottoman,Ottoman,,1.016,0.508,0.635
ashleyfurniture.8430315,Claremore - Antique Chaise,Chair,Chaise,0.889,0.9906,1.8796
ashleyfurniture.8430323,Claremore - Antique Oversized Chair,Chair,,1.4224,1.0922,1.0668
ashleyfurniture.8430335,Claremore - Antique Loveseat,Couch,Loveseat,1.7272,1.0922,1.0668
ashleyfurniture.8430338,Claremore - Antique Sofa,Couch,,2.3114,1.0922,1.0668
ashleyfurniture.B102-15,Lulu Corner Desk Media Unit w/ Stool,,,1.1938,0.762,0.7112
ashleyfurniture.B102-46,Lulu Chest,ChestOfDrawers,,0.7366,1.2192,0.4064
ashleyfurniture.B102-52,Lulu Twin Panel Headboard,Headboard,,1.0922,1.3462,0.0508
ashleyfurniture.B102-87,Lulu Full Panel Headboard,Headboard,,1.4732,1.3462,0.0508
ashleyfurniture.B102-92,Lulu Nightstand,ChestOfDrawers,Nightstand,0.5334,0.635,0.4064
ashleyfurniture.B103-15,Leo Corner Desk Media Unit w/ Stool,,,1.1938,0.762,0.7112
ashleyfurniture.B103-46,Leo Chest,ChestOfDrawers,,0.7366,1.2192,0.4064
ashleyfurniture.B103-52,Leo Twin Panel Headboard,Headboard,,1.0922,1.3462,0.0508
ashleyfurniture.B103-87,Leo Full Panel Headboard,Headboard,,1.4732,1.3462,0.0508
ashleyfurniture.B103-92,Leo Nightstand,ChestOfDrawers,Nightstand,0.5334,0.635,0.4064
ashleyfurniture.B104-38,Constellations Small Media Chest,MediaStorage,MediaChest,0.8636,0.9398,0.508
ashleyfurniture.B104-46,Constellations Chest,ChestOfDrawers,,0.762,1.27,0.4064
ashleyfurniture.B104-57,Constellations Queen / Full Panel Headboard,Headboard,,1.6256,1.4732,0.0508
ashleyfurniture.B104-92,Constellations Nightstand,ChestOfDrawers,Nightstand,0.6096,0.6604,0.4064
ashleyfurniture.B105-38,Fairbrooks Estate Small Media Chest,MediaStorage,MediaChest,0.8636,0.9398,0.508
ashleyfurniture.B105-46,Fairbrooks Estate Chest,ChestOfDrawers,,0.8128,1.2954,0.4064
ashleyfurniture.B105-57,Fairbrooks Estate Queen / Full Panel Headboard,Headboard,,1.6002,1.397,0.0508
ashleyfurniture.B105-92,Fairbrooks Estate Nightstand,ChestOfDrawers,Nightstand,0.635,0.6604,0.4064
ashleyfurniture.B106-56,Dinsmore Twin / Full Bunk Bed,Bed,,2.0066,1.524,1.4224
ashleyfurniture.B106-60,Dinsmore Twin Loft Bed w/ Desk,Bed,LoftBed,1.9558,1.8288,1.4732
ashleyfurniture.B114-30,Midnight Queen / Full Metal Headboard,Headboard,,1.5748,1.4224,0.0762
ashleyfurniture.B114-40,Midnight King / California King Metal Headboard,Headboard,,1.9812,1.4224,0.0762
ashleyfurniture.B117-39,X-cess Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B117-46,X-cess Chest,ChestOfDrawers,,0.762,1.2446,0.4064
ashleyfurniture.B117-57,X-cess Queen / Full Panel Headboard,Headboard,,1.6256,1.3462,0.0508
ashleyfurniture.B117-92,X-cess Nightstand,ChestOfDrawers,Nightstand,0.508,0.5842,0.4064
ashleyfurniture.B119-46,Enchanted Glade Chest,ChestOfDrawers,,0.889,1.2192,0.4572
ashleyfurniture.B119-53,Enchanted Glade Twin Panel Headboard,Headboard,,1.1684,1.27,0.0508
ashleyfurniture.B119-87,Enchanted Glade Full Panel Headboard,Headboard,,1.5494,1.27,0.0508
ashleyfurniture.B119-92,Enchanted Glade Nightstand,ChestOfDrawers,Nightstand,0.6604,0.6604,0.4318
ashleyfurniture.B127-46,Benjamin Chest,ChestOfDrawers,,0.762,1.2192,0.4064
ashleyfurniture.B127-53,Benjamin Twin Panel Headboard,Headboard,,1.0922,1.2954,0.0508
ashleyfurniture.B127-59,Benjamin Twin / Twin Metal Bunk Bed,Bed,,1.9812,1.651,1.0668
ashleyfurniture.B127-87,Benjamin Full Panel Headboard,Headboard,,1.4732,1.2954,0.0508
ashleyfurniture.B127-92,Benjamin Nightstand,ChestOfDrawers,Nightstand,0.4572,0.5588,0.4064
ashleyfurniture.B128-22,Huey Vineyard Desk,Desk,,1.0668,0.762,0.4064
ashleyfurniture.B128-39,Huey Vineyard Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B128-46,Huey Vineyard Chest,ChestOfDrawers,,0.762,1.143,0.4064
ashleyfurniture.B128-63,Huey Vineyard Twin Sleigh Headboard,Headboard,,1.0414,1.143,0.1778
ashleyfurniture.B128-77,Huey Vineyard Queen Sleigh Headboard,Headboard,,1.6002,1.143,0.1778
ashleyfurniture.B128-78,Huey Vineyard King Sleigh Headboard,Headboard,,2.032,1.143,0.1778
ashleyfurniture.B128-87,Huey Vineyard Full Sleigh Headboard,Headboard,,1.397,1.143,0.1778
ashleyfurniture.B128-92,Huey Vineyard Nightstand,ChestOfDrawers,Nightstand,0.508,0.635,0.4064
ashleyfurniture.B128B4,Huey Vineyard Queen Sleigh Bed,Bed,,2.0574,1.1176,1.9304
ashleyfurniture.B128B5,Huey Vineyard Twin Sleigh Bed,Bed,,1.0414,1.143,2.1844
ashleyfurniture.B133-30,Marcella Queen / Full Metal Headboard,Headboard,,1.6256,1.5494,0.0508
ashleyfurniture.B133-40,Marcella King / California King Metal Headboard,Headboard,,2.032,1.5494,0.0508
ashleyfurniture.B134-30,Bellissimo Queen / Full Metal Headboard,Headboard,,1.7018,1.27,0.0508
ashleyfurniture.B134-40,Bellissimo King / California King Metal Headboard,Headboard,,2.1082,1.27,0.0508
ashleyfurniture.B139-38,Bostwick Shoals Media Chest,MediaStorage,MediaChest,1.0414,0.9398,0.508
ashleyfurniture.B139-46,Bostwick Shoals Chest,ChestOfDrawers,,0.8382,1.3716,0.4064
ashleyfurniture.B139-57,Bostwick Shoals Queen Panel Headboard,Headboard,,1.651,1.3462,0.0762
ashleyfurniture.B139-58,Bostwick Shoals King / California King Panel Headboard,Headboard,,2.0574,1.3462,0.0762
ashleyfurniture.B139-87,Bostwick Shoals Full Panel Headboard,Headboard,,1.4732,1.3462,0.0762
ashleyfurniture.B139-91,Bostwick Shoals Nightstand,ChestOfDrawers,Nightstand,0.5842,0.6096,0.4064
ashleyfurniture.B140-22,Doll House Desk,Desk,,1.1684,0.762,0.4064
ashleyfurniture.B140-39,Doll House Media Chest,MediaStorage,MediaChest,0.8382,0.9144,0.508
ashleyfurniture.B140-46,Doll House Chest,ChestOfDrawers,,0.8382,1.2192,0.4064
ashleyfurniture.B140-92,Doll House Nightstand,ChestOfDrawers,Nightstand,0.6096,0.5842,0.4318
ashleyfurniture.B150-38,Jaidyn Media Chest,MediaStorage,MediaChest,0.635,0.635,0.508
ashleyfurniture.B150-47,Jaidyn Wide Chest,ChestOfDrawers,,0.9652,1.397,0.4064
ashleyfurniture.B150-63,Jaidyn Twin Panel Headboard,Headboard,,1.016,1.27,0.0762
ashleyfurniture.B150-92,Jaidyn Nightstand,ChestOfDrawers,Nightstand,0.5334,0.635,0.4064
ashleyfurniture.B170-39,Whimbrel Forge Media Chest,MediaStorage,MediaChest,1.1684,1.0668,0.508
ashleyfurniture.B170-46,Whimbrel Forge Chest,ChestOfDrawers,,0.9652,1.27,0.4318
ashleyfurniture.B170-57,Whimbrel Forge Queen / Full Panel Headboard,Headboard,,1.7526,1.4986,0.1016
ashleyfurniture.B170-92,Whimbrel Forge Nightstand,ChestOfDrawers,Nightstand,0.7112,0.635,0.4318
ashleyfurniture.B170-93,Whimbrel Forge Nightstand,ChestOfDrawers,Nightstand,0.8128,0.8128,0.4318
ashleyfurniture.B174-39,Silverglade Media Chest,MediaStorage,MediaChest,1.0922,1.016,0.508
ashleyfurniture.B174-46,Silverglade Chest,ChestOfDrawers,,0.889,1.2954,0.4318
ashleyfurniture.B174-92,Silverglade Nightstand,ChestOfDrawers,Nightstand,0.5842,0.635,0.4318
ashleyfurniture.B174-93,Silverglade Nightstand,ChestOfDrawers,Nightstand,0.889,0.8636,0.4318
ashleyfurniture.B175-39,Coal Creek Media Chest,MediaStorage,MediaChest,1.0922,1.016,0.508
ashleyfurniture.B175-46,Coal Creek Chest,ChestOfDrawers,,0.889,1.2954,0.4318
ashleyfurniture.B175-93,Coal Creek Nightstand,ChestOfDrawers,Nightstand,0.889,0.8636,0.4318
ashleyfurniture.B178-39,Wilmington Media Chest,MediaStorage,MediaChest,1.016,1.016,0.508
ashleyfurniture.B178-46,Wilmington Chest,ChestOfDrawers,,0.7874,1.143,0.4064
ashleyfurniture.B178-92,Wilmington Nightstand,ChestOfDrawers,Nightstand,0.5588,0.635,0.4064
ashleyfurniture.B185-46,Julianna Chest,ChestOfDrawers,,0.7874,1.3462,0.4318
ashleyfurniture.B185-57,Julianna Queen / Full Panel Headboard,Headboard,,1.6256,1.3462,0.0508
ashleyfurniture.B185-92,Julianna Nightstand,ChestOfDrawers,Nightstand,0.5334,0.6096,0.4318
ashleyfurniture.B188-22,Exquisite Desk,Desk,,1.1684,0.762,0.4064
ashleyfurniture.B188-43,Exquisite Chest,ChestOfDrawers,,0.7874,0.9144,0.4572
ashleyfurniture.B188-46,Exquisite Chest,ChestOfDrawers,,0.7874,1.3716,0.4572
ashleyfurniture.B188-80,Exquisite Day Bed,Bed,,2.032,1.3716,1.016
ashleyfurniture.B188-92,Exquisite Nightstand,ChestOfDrawers,Nightstand,0.5842,0.6604,0.4318
ashleyfurniture.B196-46,Catalina Chest,ChestOfDrawers,,0.8128,1.2954,0.4064
ashleyfurniture.B196-57,Catalina Queen / Full Panel Headboard,Headboard,,1.6002,1.397,0.0508
ashleyfurniture.B196-92,Catalina Nightstand,ChestOfDrawers,Nightstand,0.635,0.6604,0.4064
ashleyfurniture.B208-39,Harmony Media Chest,MediaStorage,MediaChest,1.0668,1.0414,0.508
ashleyfurniture.B208-46,Harmony Chest,ChestOfDrawers,,0.9144,1.2446,0.4572
ashleyfurniture.B208-77,Harmony Queen / Full Sleigh Headboard,Headboard,,1.6002,1.397,0.2032
ashleyfurniture.B208-78,Harmony King Sleigh Headboard,Headboard,,2.0066,1.397,0.2032
ashleyfurniture.B208-92,Harmony Nightstand,ChestOfDrawers,Nightstand,0.6096,0.7112,0.4064
ashleyfurniture.B213-20,Cottage Retreat Bookcase,Bookcase,,0.6096,1.7018,0.4064
ashleyfurniture.B213-22,Cottage Retreat Desk,Desk,,1.143,0.762,0.508
ashleyfurniture.B213-39,Cottage Retreat Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B213-46,Cottage Retreat Chest,ChestOfDrawers,,0.7112,1.2446,0.4064
ashleyfurniture.B213-48,Cottage Retreat Armoire,ChestOfDrawers,Armoire,0.9906,1.524,0.5334
ashleyfurniture.B213-57N,Cottage Retreat Queen/Full Poster Headboard,Headboard,,1.6256,1.4224,0.1016
ashleyfurniture.B213-80,Cottage Retreat Day Bed,Bed,,1.0668,1.1684,2.1336
ashleyfurniture.B213-92,Cottage Retreat Nightstand,ChestOfDrawers,Nightstand,0.5334,0.635,0.4064
ashleyfurniture.B219-39,Bittersweet Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B219-46,Bittersweet Chest,ChestOfDrawers,,0.8636,1.3716,0.4064
ashleyfurniture.B219-92,Bittersweet Nightstand,ChestOfDrawers,Nightstand,0.635,0.6096,0.4064
ashleyfurniture.B219B22,Bittersweet King Poster Bed,Bed,,2.2606,1.4732,2.3114
ashleyfurniture.B229-38,Kendi Media Chest,MediaStorage,MediaChest,0.889,0.9398,0.508
ashleyfurniture.B229-46,Kendi Chest,ChestOfDrawers,,0.7874,1.2446,0.4064
ashleyfurniture.B229-65,Kendi Queen Box Headboard,Headboard,,1.651,1.3716,0.1524
ashleyfurniture.B229-91,Kendi Nightstand,ChestOfDrawers,Nightstand,0.5334,0.5842,0.4064
ashleyfurniture.B233-17,Stages Bookcase,Bookcase,,0.9652,0.7112,0.4064
ashleyfurniture.B233-19,Stages Drawer Storage,ChestOfDrawers,,0.9652,0.7112,0.4064
ashleyfurniture.B233-20,Stages Bookcase,Bookcase,,0.6096,1.7018,0.381
ashleyfurniture.B233-22,Stages Desk,Desk,,1.143,0.762,0.508
ashleyfurniture.B233-46,Stages Chest,ChestOfDrawers,,0.7112,1.2446,0.4064
ashleyfurniture.B233-48,Stages Armoire,ChestOfDrawers,Armoire,0.9906,1.524,0.5334
ashleyfurniture.B233-52,Stages Twin Poster Headboard,Headboard,,1.1176,1.3208,0.1016
ashleyfurniture.B233-67,Stages Queen/Full Poster Headboard,Headboard,,1.651,1.4224,0.1016
ashleyfurniture.B233-92,Stages Nightstand,ChestOfDrawers,Nightstand,0.5334,0.635,0.4064
ashleyfurniture.B233B5,Stages Twin Poster Bed,Bed,,1.1938,1.3208,2.0828
ashleyfurniture.B239-17,Embrace Bookcase,Bookcase,,0.9652,0.7112,0.4064
ashleyfurniture.B239-19,Embrace Drawer Storage,ChestOfDrawers,,0.9652,0.7112,0.381
ashleyfurniture.B239-46,Embrace Chest,ChestOfDrawers,,0.762,1.2192,0.4064
ashleyfurniture.B239-53,Embrace Twin Panel Headboard,Headboard,,1.0922,1.0668,0.0508
ashleyfurniture.B239-92,Embrace Nightstand,ChestOfDrawers,Nightstand,0.4572,0.5588,0.4064
ashleyfurniture.B258-39,Timberline Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B258-46,Timberline Chest,ChestOfDrawers,,0.8636,1.3716,0.4064
ashleyfurniture.B258-92,Timberline Nightstand,ChestOfDrawers,Nightstand,0.5842,0.6604,0.4064
ashleyfurniture.B271-39,Shay Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B271-46,Shay Chest,ChestOfDrawers,,0.8128,1.27,0.4064
ashleyfurniture.B271-57,Shay Queen / Full Panel Headboard,Headboard,,1.5494,1.3462,0.0508
ashleyfurniture.B271-92,Shay Nightstand,ChestOfDrawers,Nightstand,0.6096,0.7112,0.4064
ashleyfurniture.B276-38,Ellenton Media Chest,MediaStorage,MediaChest,0.9652,0.889,0.508
ashleyfurniture.B276-46,Ellenton Chest,ChestOfDrawers,,0.7874,1.3716,0.4064
ashleyfurniture.B276-57,Ellenton Queen / Full Panel Headboard,Headboard,,1.6256,1.3462,0.0508
ashleyfurniture.B276-58,Ellenton King Panel Headboard,Headboard,,2.0574,1.3462,0.0508
ashleyfurniture.B276-92,Ellenton Nightstand,ChestOfDrawers,Nightstand,0.508,0.635,0.4064
ashleyfurniture.B281-38,Rosalie Small Media Chest,MediaStorage,MediaChest,0.8636,0.9398,0.508
ashleyfurniture.B281-46,Rosalie Chest,ChestOfDrawers,,0.8128,1.2954,0.4064
ashleyfurniture.B281-57,Rosalie Queen / Full Panel Headboard,Headboard,,1.6002,1.5494,0.0508
ashleyfurniture.B281-92,Rosalie Nightstand,ChestOfDrawers,Nightstand,0.6096,0.7112,0.4064
ashleyfurniture.B285-38,Urbane Small Media Chest,MediaStorage,MediaChest,0.8636,0.9144,0.508
ashleyfurniture.B285-46,Urbane Chest,ChestOfDrawers,,0.9144,1.3716,0.4064
ashleyfurniture.B285-57,Urbane Queen Upholstered Headboard,Headboard,,1.6256,1.4986,0.1778
ashleyfurniture.B285-58,Urbane King Upholstered Headboard,Headboard,,2.032,1.4986,0.1778
ashleyfurniture.B285-92,Urbane Nightstand,ChestOfDrawers,Nightstand,0.635,0.635,0.4064
ashleyfurniture.B290-39,Sanibel Media Chest,MediaStorage,MediaChest,1.1176,1.0414,0.508
ashleyfurniture.B290-57,Sanibel Queen / Full Panel Headboard,Headboard,,1.5748,1.3462,0.0762
ashleyfurniture.B291-46,Cavallino Chest,ChestOfDrawers,,0.9652,1.3462,0.4318
ashleyfurniture.B291-55,Cavallino Queen / Full Panel Headboard,Headboard,,1.651,1.3716,0.0762
ashleyfurniture.B291-92,Cavallino Nightstand,ChestOfDrawers,Nightstand,0.7366,0.6604,0.4318
ashleyfurniture.B291-93,Cavallino 3- Drawer Nightstand,ChestOfDrawers,Nightstand,0.8382,0.8636,0.4318
ashleyfurniture.B319-39,Cross Island Media Chest,MediaStorage,MediaChest,1.143,1.0668,0.508
ashleyfurniture.B319-46,Cross Island Chest,ChestOfDrawers,,1.0668,1.3208,0.4572
ashleyfurniture.B319-93,Cross Island Nightstand,ChestOfDrawers,Nightstand,0.762,0.762,0.4572
ashleyfurniture.B319B10,Cross Island King Poster Bed,Bed,,2.0828,1.4732,2.3368
ashleyfurniture.B319B15,Cross Island California King Poster Bed,Bed,,2.1082,1.4732,2.3622
ashleyfurniture.B319B4,Cross Island Queen Poster Bed,Bed,,1.7018,1.4732,2.3368
ashleyfurniture.B327-39,Suzannah Media Chest,MediaStorage,MediaChest,1.143,1.0414,0.508
ashleyfurniture.B327-46,Suzannah Chest,ChestOfDrawers,,0.9906,1.3208,0.4826
ashleyfurniture.B327-57,Suzannah Queen / Full Panel Headboard,Headboard,,1.6764,1.6002,0.0762
ashleyfurniture.B327-93,Suzannah Nightstand,ChestOfDrawers,Nightstand,0.9652,0.762,0.4318
ashleyfurniture.B347-46,Gabriela Chest,ChestOfDrawers,,0.9144,1.27,0.4318
ashleyfurniture.B347-57,Gabriela Queen / Full Panel Headboard,Headboard,,1.651,1.4986,0.0762
ashleyfurniture.B347-92,Gabriela Nightstand,ChestOfDrawers,Nightstand,0.6604,0.635,0.4318
ashleyfurniture.B347-93,Gabriela 3- Drawer Nightstand,ChestOfDrawers,Nightstand,0.8382,0.8382,0.4318
ashleyfurniture.B395-01,Branson Desk Chair,Chair,,0.4826,0.9652,0.5334
ashleyfurniture.B395-22,Branson Desk,Desk,,1.1684,0.762,0.508
ashleyfurniture.B395-45,Branson Chest,ChestOfDrawers,,0.889,1.2446,0.4572
ashleyfurniture.B395-63,Branson Twin Panel Headboard,Headboard,,1.0668,1.2954,0.127
ashleyfurniture.B395-87,Branson Full Panel Headboard,Headboard,,1.4478,1.2954,0.1524
ashleyfurniture.B395-92,Branson Nightstand,ChestOfDrawers,Nightstand,0.635,0.635,0.4318
ashleyfurniture.B397-45,Portsquire Chest,ChestOfDrawers,,0.889,1.2446,0.4572
ashleyfurniture.B397-63,Portsquire Twin Panel Headboard,Headboard,,1.143,1.27,0.0508
ashleyfurniture.B397-87,Portsquire Full Panel Headboard,Headboard,,1.524,1.27,0.0762
ashleyfurniture.B397-92,Portsquire Nightstand,ChestOfDrawers,Nightstand,0.635,0.635,0.4318
ashleyfurniture.B402-46,Diana Chest,ChestOfDrawers,,0.9144,1.3208,0.4064
ashleyfurniture.B402-57,Diana Queen Upholstered Headboard,Headboard,,1.7018,1.3462,0.1778
ashleyfurniture.B402-93,Diana Nightstand,ChestOfDrawers,Nightstand,0.6096,0.6858,0.4064
ashleyfurniture.B403-39,Pinella Media Chest,MediaStorage,MediaChest,0.9652,1.016,0.508
ashleyfurniture.B403-46,Pinella Chest,ChestOfDrawers,,0.8128,1.3716,0.4318
ashleyfurniture.B403-57,Pinella Queen / Full Upholstered Headboard,Headboard,,1.6256,1.4732,0.1778
ashleyfurniture.B403-58,Pinella King Upholstered Headboard,Headboard,,2.032,1.4732,0.1778
ashleyfurniture.B403-92,Pinella Nightstand,ChestOfDrawers,Nightstand,0.6096,0.5842,0.4318
ashleyfurniture.B422-80,Brush Hollow Day Bed,Bed,,2.032,1.3716,1.016
ashleyfurniture.B443-11,Janel Lingerie Chest,ChestOfDrawers,,0.5588,1.27,0.4572
ashleyfurniture.B443-39,Janel Media Chest,MediaStorage,MediaChest,0.8382,0.9144,0.508
ashleyfurniture.B443-46,Janel Chest,ChestOfDrawers,,0.8382,1.2192,0.4572
ashleyfurniture.B443-92,Janel Nightstand,ChestOfDrawers,Nightstand,0.5588,0.6096,0.4064
ashleyfurniture.B447-01,Alea Desk Chair,Chair,,0.4064,0.8636,0.508
ashleyfurniture.B447-22,Alea Desk,Desk,,1.1684,0.762,0.6096
ashleyfurniture.B447-39,Alea Media Chest,MediaStorage,MediaChest,0.9652,0.9652,0.4572
ashleyfurniture.B447-45,Alea Chest,ChestOfDrawers,,0.889,1.2446,0.4572
ashleyfurniture.B447-92,Alea Nightstand,ChestOfDrawers,Nightstand,0.635,0.635,0.4318
ashleyfurniture.B451-39,Nico Media Chest,MediaStorage,MediaChest,0.8636,0.9144,0.4826
ashleyfurniture.B451-46,Nico Chest,ChestOfDrawers,,0.9398,1.3208,0.4572
ashleyfurniture.B451-92,Nico Nightstand,ChestOfDrawers,Nightstand,0.6096,0.6604,0.4572
ashleyfurniture.B451B14,Nico Twin / Twin Bunk Bed,Bed,,1.0668,1.7526,1.9812
ashleyfurniture.B461-11,Naomi Lingerie Chest,ChestOfDrawers,,0.5588,1.397,0.4572
ashleyfurniture.B461-39,Naomi Media Chest,MediaStorage,MediaChest,1.0414,1.016,0.4826
ashleyfurniture.B461-46,Naomi Chest,ChestOfDrawers,,0.9652,1.3716,0.4826
ashleyfurniture.B461-92,Naomi Nightstand,ChestOfDrawers,Nightstand,0.6604,0.7112,0.4826
ashleyfurniture.B463-39,Colter Media Chest,MediaStorage,MediaChest,0.8636,0.9144,0.508
ashleyfurniture.B463-46,Colter Chest,ChestOfDrawers,,0.9144,1.3208,0.4572
ashleyfurniture.B463-92,Colter Nightstand,ChestOfDrawers,Nightstand,0.6096,0.6604,0.4064
ashleyfurniture.B468-46,Charlinda Chest,ChestOfDrawers,,0.9144,1.3462,0.4064
ashleyfurniture.B468-57,Charlinda Queen / Full Panel Headboard,Headboard,,1.6256,1.651,0.0762
ashleyfurniture.B468-92,Charlinda Nightstand,ChestOfDrawers,Nightstand,0.6604,0.635,0.4064
ashleyfurniture.B468-93,Charlinda Nightstand,ChestOfDrawers,Nightstand,0.8382,0.8382,0.4064
ashleyfurniture.B473-39,Kira Media Chest,MediaStorage,MediaChest,1.0414,1.016,0.508
ashleyfurniture.B473-46,Kira Chest,ChestOfDrawers,,0.9144,1.3208,0.4572
