id,name,furnitureType,subordinateFurnitureType,itemWidth,itemHeight,itemLength
ashleyfurniture.5920035,Pia - Linen Loveseat,Couch,Loveseat,1.6002,1.0414,1.016
ashleyfurniture.5920038,Pia - Linen Sofa,Couch,,2.1844,1.0414,1.016
ashleyfurniture.5920060,Pia - Linen Accent Chair,Chair,AccentChair,0.7366,1.0414,0.9398
ashleyfurniture.5970113,Burnham - Amber Accent Ottoman,Ottoman,,0.635,0.4826,0.5588
ashleyfurniture.6060427,San Marco - Chocolate Glider Rocker Recliner,Chair,Recliner,0.9144,0.9906,0.9144
ashleyfurniture.6260235,Hudson - Havana Loveseat,Couch,Loveseat,1.778,0.9906,0.9652
ashleyfurniture.6260236,Hudson - Havana Full Sofa Sleeper,Couch,Sleeper,2.2606,0.9906,0.9652
ashleyfurniture.6260238,Hudson - Havana Sofa,Couch,,2.2606,0.9906,0.9652
ashleyfurniture.6320186,Blake - Walnut Reclining Loveseat,Couch,Loveseat,1.7272,1.0414,1.0668
ashleyfurniture.6320188,Blake - Walnut Reclining Sofa,Couch,,2.3114,1.0414,1.0668
ashleyfurniture.6370136,Meagan - Chocolate Full Sofa Sleeper,Couch,Sleeper,1.905,1.016,1.016
ashleyfurniture.6370137,Meagan - Chocolate Oversized Chair w/ Sleeper,Chair,,1.3462,1.016,1.016
ashleyfurniture.6410235,Portica - Cafe Loveseat,Couch,Loveseat,1.4732,0.9144,0.9144
ashleyfurniture.6410238,Portica - Cafe Sofa,Couch,,1.9304,0.9144,0.9144
ashleyfurniture.6450014,Commando - Black Ottoman,Ottoman,,0.762,0.4572,0.5842
ashleyfurniture.6450035,Commando - Black Loveseat,Couch,Loveseat,1.7526,0.9652,0.9144
ashleyfurniture.6450036,Commando - Black Full Sofa Sleeper,Couch,Sleeper,2.286,0.9652,0.9144
ashleyfurniture.6450038,Commando - Black Sofa,Couch,,2.286,0.9652,0.9144
ashleyfurniture.6450114,Commando - Latte Ottoman,Ottoman,,0.762,0.4572,0.5842
ashleyfurniture.6450136,Commando - Latte Full Sofa Sleeper,Couch,Sleeper,2.286,0.9652,0.9144
ashleyfurniture.6450138,Commando - Latte Sofa,Couch,,2.286,0.9652,0.9144
ashleyfurniture.6660113,Apex - Natural Ottoman,Ottoman,,0.6858,0.4318,0.5334
ashleyfurniture.6670113,Figure Eight - Candy Ottoman,Ottoman,,0.6858,0.4318,0.5334
ashleyfurniture.6780014,Newton - Pebble Ottoman,Ottoman,,0.762,0.4826,0.6096
ashleyfurniture.6780035,Newton - Pebble Loveseat,Couch,Loveseat,1.6002,0.9652,0.9652
ashleyfurniture.6780038,Newton - Pebble Sofa,Couch,,2.1844,0.9652,0.9652
ashleyfurniture.6780039,Newton - Pebble Queen Sofa Sleeper,Couch,Sleeper,2.1844,0.9652,0.9652
ashleyfurniture.6860174,Motivation - Burgundy Reclining Loveseat w/ Power,Couch,Loveseat,1.778,1.0414,1.0668
ashleyfurniture.6860186,Motivation - Burgundy Reclining Loveseat,Couch,Loveseat,1.778,1.0414,1.0668
ashleyfurniture.6860187,Motivation - Burgundy Reclining Sofa w/ Power,Couch,,2.3368,1.0414,1.0668
ashleyfurniture.6860188,Motivation - Burgundy Reclining Sofa,Couch,,2.3368,1.0414,1.0668
ashleyfurniture.7160025,Benjamin - Mocha Rocker Recliner,Chair,Recliner,1.0668,1.016,1.016
ashleyfurniture.7160125,Benjamin - Cafe Rocker Recliner,Chair,Recliner,1.0668,1.016,1.016
ashleyfurniture.7160225,Benjamin - Sage Rocker Recliner,Chair,Recliner,1.0668,1.016,1.016
ashleyfurniture.7180011,Durahide Bicast - Black Storage Ottoman,Ottoman,,123.1392,0.4826,0.635
ashleyfurniture.7180311,Durahide Bicast - Brown Storage Ottoman,Ottoman,,1.2192,0.4826,0.635
ashleyfurniture.7190311,Durahide Bicast - Brown Storage Ottoman,Ottoman,,107.7468,0.4826,1.0668
ashleyfurniture.7260312,Intermission - Mocha Storage Ottoman,Ottoman,,1.2192,0.4318,0.635
ashleyfurniture.7260336,Intermission - Mocha Full Sofa Sleeper,Couch,Sleeper,1.9812,0.9652,0.9906
ashleyfurniture.7260337,Intermission - Mocha Oversized Chair w/ Sleeper,Chair,,1.4478,0.9652,0.9906
ashleyfurniture.7480025,Galaxy - Mocha Rocker Recliner,Chair,Recliner,1.1938,1.0922,1.1176
ashleyfurniture.7480125,Galaxy - Burgundy Rocker Recliner,Chair,Recliner,1.1938,1.0922,1.1176
ashleyfurniture.7480225,Galaxy - Sandstone Rocker Recliner,Chair,Recliner,1.1938,1.0922,1.1176
ashleyfurniture.7540160,Matrix - Ivory Accent Chair,Chair,AccentChair,0.6858,0.8636,0.762
ashleyfurniture.7540260,Matrix - Scarlett Accent Chair,Chair,AccentChair,0.6858,0.8636,0.7874
ashleyfurniture.7540360,Matrix - Chocolate Accent Chair,Chair,AccentChair,0.6858,0.8636,0.762
ashleyfurniture.7540460,Matrix - Black Accent Chair,Chair,AccentChair,0.6858,0.8636,0.762
ashleyfurniture.7560029,Durapella - Cafe 0 Wall Recliner,Chair,Recliner,0.8636,1.0414,1.0668
ashleyfurniture.7560129,Durapella - Mocha 0 Wall Recliner,Chair,Recliner,0.8636,1.0414,1.0668
ashleyfurniture.7560229,Durapella - Sage 0 Wall Recliner,Chair,Recliner,0.8636,1.0414,1.0668
ashleyfurniture.7670008,Presidio - Antique Ottoman,Ottoman,,1.016,0.5588,1.016
ashleyfurniture.7760025,Frontier - Canyon Rocker Recliner,Chair,Recliner,1.0668,1.0668,1.0414
ashleyfurniture.7920288,Tafton - Java Reclining Sofa,Couch,,2.2352,1.016,0.9906
ashleyfurniture.7920294,Tafton - Java Double Reclining Loveseat w/ Console,Couch,Loveseat,1.9812,1.016,0.9906
ashleyfurniture.8090114,Porters Gate - Umber Ottoman,Ottoman,,1.2192,0.4826,0.7112
ashleyfurniture.8090123,Porters Gate - Umber Oversized Chair,Chair,,1.397,1.016,1.0668
ashleyfurniture.8090138,Porters Gate - Umber Sofa,Couch,,2.5654,1.016,1.0668
ashleyfurniture.8210414,Aldridge - Sage Ottoman,Ottoman,,0.8636,0.4826,0.6096
ashleyfurniture.8210435,Aldridge - Sage Loveseat,Couch,Loveseat,1.7272,1.016,0.9906
ashleyfurniture.8210438,Aldridge - Sage Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.8210439,Aldridge - Sage Queen Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.8280335,Encore - Grain Loveseat,Couch,Loveseat,1.524,0.889,0.9398
ashleyfurniture.8280338,Encore - Grain Sofa,Couch,,2.1082,0.889,0.9398
ashleyfurniture.8370214,San Lucas - Harness Ottoman,Ottoman,,0.889,0.4572,0.6096
ashleyfurniture.8370235,San Lucas - Harness Loveseat,Couch,Loveseat,1.778,0.9906,0.9906
ashleyfurniture.8370238,San Lucas - Harness Sofa,Couch,,2.3622,0.9906,0.9906
ashleyfurniture.8370239,San Lucas - Harness Queen Sofa Sleeper,Couch,Sleeper,2.3622,0.9906,0.9906
ashleyfurniture.8460325,San Lucas - Harness Rocker Recliner,Chair,Recliner,1.0922,1.0922,1.016
ashleyfurniture.8860288,Frontier - Canyon Reclining Sofa,Couch,,2.3368,1.0414,1.0668
ashleyfurniture.8860294,Frontier - Canyon Reclining Loveseat,Couch,Loveseat,2.0574,1.0414,1.0668
ashleyfurniture.8960189,Eli - Cocoa Reclining Sofa,Couch,,2.2352,1.0414,1.016
ashleyfurniture.8960194,Eli - Cocoa Reclining Loveseat,Couch,Loveseat,1.9812,1.0414,1.016
ashleyfurniture.9140143,Revolution - Burgundy Reclining Loveseat w/ Console,Couch,Loveseat,1.9812,1.016,1.016
ashleyfurniture.9140187,Revolution - Burgundy Reclining Sofa w/ Power,Couch,,2.2352,1.016,1.016
ashleyfurniture.9140188,Revolution - Burgundy Reclining Sofa,Couch,,2.2352,1.016,1.0414
ashleyfurniture.9140243,Revolution - Saddle Dual Glider Reclining Loveseat w/ Console,Couch,Loveseat,1.9812,1.016,1.016
ashleyfurniture.9140287,Revolution - Saddle Reclining Sofa w/ Power,Couch,,2.2352,1.016,1.016
ashleyfurniture.9140288,Revolution - Saddle Reclining Sofa,Couch,,2.2352,1.016,1.016
ashleyfurniture.9140294,Revolution - Saddle Double Reclining Loveseat w/ Console,Couch,Loveseat,1.9812,1.016,1.016
ashleyfurniture.9160114,Martin - Oyster Ottoman,Ottoman,,0.8128,0.4572,0.635
ashleyfurniture.9160135,Martin - Oyster Loveseat,Couch,Loveseat,1.5748,0.9652,0.9398
ashleyfurniture.9160138,Martin - Oyster Sofa,Couch,,2.159,0.9652,0.9398
ashleyfurniture.9420014,DuraBlend® - Onyx Ottoman,Ottoman,,0.889,0.4572,0.6096
ashleyfurniture.9420035,DuraBlend® - Onyx Loveseat,Couch,Loveseat,1.6002,0.9652,0.9652
ashleyfurniture.9420038,DuraBlend® - Onyx Sofa,Couch,,2.159,0.9652,0.9652
ashleyfurniture.9420039,DuraBlend® - Onyx Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9652,0.9652
ashleyfurniture.9420214,DuraBlend® - Bark Ottoman,Ottoman,,0.889,0.4572,0.6096
ashleyfurniture.9420235,DuraBlend® - Bark Loveseat,Couch,Loveseat,1.6002,0.9652,0.9652
ashleyfurniture.9420238,DuraBlend® - Bark Sofa,Couch,,2.159,0.9652,0.9652
ashleyfurniture.9420239,DuraBlend® - Bark Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9652,0.9652
ashleyfurniture.9440087,Memphis - Brown Reclining Sofa w/ Power,Couch,,2.2098,1.0414,1.016
ashleyfurniture.9440088,Memphis - Brown Reclining Sofa,Couch,,2.2098,1.0414,1.016
ashleyfurniture.9440094,Memphis - Brown Reclining Loveseat,Couch,Loveseat,1.9558,1.0414,1.016
ashleyfurniture.9650088,Max - Chamois Reclining Sofa,Couch,,2.3368,1.016,1.016
ashleyfurniture.9650094,Max - Chamois Reclining Loveseat w/ Console,Couch,Loveseat,2.0066,1.016,1.016
ashleyfurniture.9650188,Max - Chocolate Reclining Sofa,Couch,,2.3368,1.016,1.016
ashleyfurniture.9650194,Max - Chocolate Reclining Loveseat w/ Console,Couch,Loveseat,2.0066,1.016,1.016
ashleyfurniture.9800135,Sasha - Graphite Loveseat,Couch,Loveseat,1.6002,0.9652,0.9652
ashleyfurniture.9800138,Sasha - Graphite Sofa,Couch,,2.2098,0.9652,0.9652
ashleyfurniture.9810025,Dalton - Oak Rocker Recliner,Chair,Recliner,1.1684,1.0668,1.0668
ashleyfurniture.9880014,DuraBlend® - Cafe Ottoman,Ottoman,,0.8636,0.4572,0.635
ashleyfurniture.9880035,DuraBlend® - Cafe Loveseat,Couch,Loveseat,1.6764,0.9398,0.9906
ashleyfurniture.9880036,DuraBlend® - Cafe Full Sofa Sleeper,Couch,Sleeper,2.2606,0.9398,0.9906
ashleyfurniture.9880038,DuraBlend® - Cafe Sofa,Couch,,2.2606,0.9398,0.9906
ashleyfurniture.9960014,Allendale - Mist Ottoman,Ottoman,,0.762,0.4572,0.635
ashleyfurniture.9960035,Allendale - Mist Loveseat,Couch,Loveseat,1.7526,0.9652,0.9652
ashleyfurniture.9960038,Allendale - Mist Sofa,Couch,,2.3368,0.9652,0.9652
ashleyfurniture.9960114,Allendale - Oyster Ottoman,Ottoman,,0.762,0.4572,0.635
ashleyfurniture.9960135,Allendale - Oyster Loveseat,Couch,Loveseat,1.7526,0.9652,0.9652
ashleyfurniture.9960138,Allendale - Oyster Sofa,Couch,,2.3368,0.9652,0.9652
ashleyfurniture.A1000029,Revere - Playa Throw,Throw,,1.4732,0.002032,1.016
ashleyfurniture.A1000030,Revere - Bronze Throw,Throw,,1.4732,0.002032,1.016
ashleyfurniture.A1000031,Revere - Espresso Throw,Throw,,1.4732,0.002032,1.016
ashleyfurniture.A1000032,Revere - Burgundy Throw,Throw,,1.4732,0.002032,1.016
ashleyfurniture.A1000139,Slice - Bollywood Pillow,Pillow,,0.5588,,0.5588
ashleyfurniture.A1000142,Mason - Atlantic Pillow,Pillow,,0.5588,,0.5588
ashleyfurniture.A1000146,Hodgepodge - Multi Pillow,Pillow,,0.5588,,0.5588
ashleyfurniture.A1000149,Hooey - Onyx Pillow,Pillow,,0.5588,,0.5588
ashleyfurniture.A1000151,Carousel - Sangria Pillow,Pillow,,0.5588,,0.5588
ashleyfurniture.A1000157,Serendipity - Twinkle Pillow,Pillow,,0.5588,,0.5588
ashleyfurniture.B219-55,Bittersweet Queen / Full Panel Headboard,Headboard,,1.6764,1.3462,0.0762
ashleyfurniture.B258-55,Timberline Queen / Full Panel Headboard,Headboard,,1.7018,1.2954,0.0762
ashleyfurniture.B290-46,Sanibel Chest,ChestOfDrawers,,0.9906,1.27,0.4064
ashleyfurniture.B290-92,Sanibel Nightstand,ChestOfDrawers,Nightstand,0.7112,0.6604,0.4064
ashleyfurniture.B403B3,Pinella Queen Sleigh Bed,Bed,,1.6002,1.397,2.3622
ashleyfurniture.B403B6,Pinella King Sleigh Bed,Bed,,2.0574,1.4224,2.413
ashleyfurniture.B547-09,South Coast Bench,Bench,,1.2954,0.5842,0.508
ashleyfurniture.B547-93,South Coast Nightstand,ChestOfDrawers,Nightstand,0.9144,0.8636,0.508
ashleyfurniture.B553-09,North Shore Bench,Bench,,1.3716,0.6096,0.5334
ashleyfurniture.D193-224,"Urbandale 24"" Barstool",Stool,Barstool,0.4826,1.016,0.5842
ashleyfurniture.D193-230,"Urbandale 30"" Barstool",Stool,Barstool,0.4826,1.143,0.6096
ashleyfurniture.D193-320,"Urbandale 24"" Corner Barstool",Stool,Barstool,0.6096,1.016,0.6096
ashleyfurniture.D193-323,"Urbandale 24"" Double Barstool",Stool,Barstool,0.9906,1.016,0.6096
ashleyfurniture.D199-01,Berringer Side Chair,Chair,SideChair,0.4826,0.9652,0.5842
ashleyfurniture.D212-01,Cedar Heights Side Chair,Chair,SideChair,0.508,1.0414,0.635
ashleyfurniture.D213-01,Cottage Retreat Side Chair,Chair,SideChair,0.508,1.0414,0.635
ashleyfurniture.D319-01,Cross Island Side Chair,Chair,SideChair,0.508,1.016,0.5842
ashleyfurniture.D319-01A,Cross Island Arm Chair,Chair,,0.5842,1.016,0.5842
ashleyfurniture.D328-01,Lacey Upholstered Side Chair,Chair,SideChair,0.508,0.9652,0.6858
ashleyfurniture.D345-01,Alyssa Side Chair,Chair,SideChair,0.5334,1.016,0.5842
ashleyfurniture.D345-15,Alyssa Dining Table,Table,DiningTable,1.2192,0.762,1.2192
ashleyfurniture.D351-224,"Newbold 24"" Barstool",Stool,Barstool,0.4572,1.0668,0.5842
ashleyfurniture.D351-25,Newbold Dining Table,Table,DiningTable,1.016,0.762,1.6256
ashleyfurniture.D351-324,"Newbold 24"" Barstool",Stool,Barstool,0.4572,1.0668,0.5842
ashleyfurniture.D351-424,"Newbold 24"" Barstool",Stool,Barstool,0.4826,1.0668,0.5842
ashleyfurniture.D371-01,Carlyle Side Chair,Chair,SideChair,0.4826,0.9652,0.5588
ashleyfurniture.D371-124,"Carlyle 24"" Barstool",Stool,Barstool,0.4572,0.635,0.4572
ashleyfurniture.D371-130,"Carlyle 30"" Barstool",Stool,Barstool,0.4572,0.7874,0.4572
ashleyfurniture.D371-224,"Carlyle 24"" Barstool",Stool,Barstool,0.4826,1.016,0.5334
ashleyfurniture.D371-230,"Carlyle 30"" Barstool",Stool,Barstool,0.4826,1.1684,0.5334
ashleyfurniture.D442-124,"Larchmont 24"" Barstool",Stool,Barstool,0.4826,1.0668,0.5588
ashleyfurniture.D442-224,"Larchmont 24"" Upholstered Bar Stool",Stool,Barstool,0.508,1.016,0.635
ashleyfurniture.D480-01,Hayley Side Chair,Chair,SideChair,0.508,1.0414,0.6096
ashleyfurniture.D480-124,"Hayley 24"" Barstool",Stool,Barstool,0.508,1.0922,0.5842
ashleyfurniture.D491-04,La Salle Side Chair,Chair,SideChair,0.508,1.016,0.6096
ashleyfurniture.D527-01,Hamlyn Side Chair,Chair,SideChair,0.5334,1.0414,0.5842
ashleyfurniture.D527-01A,Hamlyn Arm Chair,Chair,,0.6096,1.0414,0.6096
ashleyfurniture.D551-03,Martini Suite Side Chair,Chair,SideChair,0.5334,0.9906,0.6096
ashleyfurniture.D553-02,North Shore Side Chair,Chair,SideChair,0.5842,1.1938,0.6858
ashleyfurniture.D553-02A,North Shore Arm Chair,Chair,,0.6858,1.1938,0.6858
ashleyfurniture.D553-124,"North Shore 24"" Barstool",Stool,Barstool,0.6604,1.0922,0.635
ashleyfurniture.D553-130,"North Shore 30"" Barstool",Stool,Barstool,0.6604,1.1684,0.6096
ashleyfurniture.D553-65,North Shore Bar,Counter,BarCounter,1.778,1.0668,0.5334
ashleyfurniture.D561-224,Ocean Park Upholstered Barstool,Stool,Barstool,0.4826,1.0414,0.6096
ashleyfurniture.D569-024,Emory Double Backless Stool,Stool,Barstool,1.2446,0.6096,0.381
ashleyfurniture.D569-224,"Emory 24"" Barstool w/ Swivel",Stool,Barstool,0.5588,0.9906,0.4826
ashleyfurniture.D668-01,Key Town Side Chair,Chair,SideChair,0.508,1.0414,0.635
ashleyfurniture.D668-01A,Key Town Arm Chair,Chair,,0.6096,1.0414,0.6604
ashleyfurniture.H319-01A,Cross Island Office Chair,Chair,OfficeChair,0.6858,0.9906,0.6858
ashleyfurniture.H371-01A,Carlyle Office Chair,Chair,OfficeChair,0.6858,0.9652,0.6858
ashleyfurniture.H527-01A,Hamlyn Office Chair,Chair,OfficeChair,0.6858,0.9652,0.6858
ashleyfurniture.L531911,Gavivi Floor Lamp,Lamp,FloorLamp,0.4572,1.8542,0.4572
ashleyfurniture.Q033004K,Wavelength - Jewel King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q033004Q,Wavelength - Jewel Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q096005Q,Miri - Cobblestone Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q096007K,Miri - Cobblestone King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q100005Q,Beauville - Ebony Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q100007K,Beauville - Ebony King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q110014K,Momentum - Mineral King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q110014Q,Momentum - Mineral Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q111014K,Gridlock - Thistle King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q111014Q,Gridlock - Thistle Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q112014K,Interlude - Brick King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q112014Q,Interlude - Brick Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q124005Q,Marcel - Script Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q124007K,Marcel - Script King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q134005Q,Rustica - Umber Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q134007K,Rustica - Umber King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q154007K,Jasmine - Basil King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q162005Q,Bellingham - Moroccan Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q162007K,Bellingham - Moroccan King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q175005Q,Milano - Russett Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q175007K,Milano - Russett King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q177005Q,Grenada - Shore Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q177007K,Grenada - Shore King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q189005Q,Conrad - Pewter Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q189007K,Conrad - Pewter King Comforter Set,ComforterSet,,2.7432,,2.4384
ashleyfurniture.Q193004K,Primo - Alloy King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q193004Q,Primo - Alloy Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q201005Q,Simone - Graphite Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q201007K,Simone - Graphite King Comforter Set,ComforterSet,,2.6416,,2.4384
ashleyfurniture.Q202005Q,Tempo - Onyx Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q218001T,Flower Power - Petal Twin Comforter Set,ComforterSet,,1.6002,,2.1844
ashleyfurniture.Q218003F,Flower Power - Petal Full Comforter Set,ComforterSet,,1.9304,,2.1844
ashleyfurniture.Q218005Q,Flower Power - Petal Queen Comforter Set,ComforterSet,,2.3368,,2.4384
ashleyfurniture.Q219001T,Adeline - Multi Twin Comforter Set,ComforterSet,,1.7526,,2.1844
ashleyfurniture.Q219003F,Adeline - Multi Full Comforter Set,ComforterSet,,2.0828,,2.1844
ashleyfurniture.Q232001T,Glamour - Fuchsia Twin Comforter Set,ComforterSet,,1.6002,,2.1844
ashleyfurniture.Q232003F,Glamour - Fuchsia Full Comforter Set,ComforterSet,,1.9304,,2.1844
ashleyfurniture.R002002,Manhattan - Midnight 5’x7’ Rug,Rug,,1.524,,2.1844
ashleyfurniture.R025001,"Laurel - Spa 7'8""x10'10"" Rug",Rug,,2.3368,0.00889,3.302
ashleyfurniture.R025002,"Laurel - Spa 5'x7'2"" Rug",Rug,,1.524,0.00889,2.1844
ashleyfurniture.R061002,Graham - Dusk 5x8 Rug,Rug,,1.524,0.00889,2.3622
ashleyfurniture.R068002,Hula - Linen 5'x7' Rug,Rug,,1.524,0.00889,2.1336
ashleyfurniture.R073002,Structure - Ivory Brown 5’x7’ Rug,Rug,,1.5748,,2.1844
ashleyfurniture.R076002,Luna - Ivory 5’x7’ Rug,Rug,,1.5748,,2.1844
ashleyfurniture.R096002,Hensley - Rust 5x8 Rug,Rug,,1.524,0.00889,2.3622
ashleyfurniture.R100012,"Lorraine - Brown Blue 5'x7'9"" Rug",Rug,,1.524,,2.3622
ashleyfurniture.R126002,Westen - Black 5x8 Rug,Rug,,1.6002,0.034798,2.286
ashleyfurniture.R135002,"Calder - Sepia 5'2""x7'2"" Rug",Rug,,1.5748,,2.1844
ashleyfurniture.R135012,Calder - Multi 5’x7’ Rug,Rug,,1.5748,,2.1844
ashleyfurniture.R146002,Charlotte - Brown 5x8 Rug,Rug,,1.524,0.010922,2.286
ashleyfurniture.R157002,Linden - Multi 5x8 Rug,Rug,,1.524,0.00889,2.3622
ashleyfurniture.R168002,Parquet - Slate 5x8 Rug,Rug,,1.524,0.006858,2.3622
ashleyfurniture.R170002,Thaxton - Brown 5x8 Rug,Rug,,1.524,0.010922,2.3622
ashleyfurniture.R184002,Radial - Black 5’x7’ Rug,Rug,,1.5748,,2.1844
ashleyfurniture.R190002,Rotterdam - Neutral 5’x7’ Rug,Rug,,1.524,,
ashleyfurniture.R191012,Patchwork - Brown 5’x7’ Rug,Rug,,1.5748,,2.1844
ashleyfurniture.R197002,Rosemont - Red 5x7 Rug,Rug,,1.5748,0.009906,2.1844
ashleyfurniture.R211002,Planet - Multi 5’x7’ Rug,Rug,,1.524,,
ashleyfurniture.R215002,Prism - Multi 5’x7’ Rug,Rug,,1.524,,2.2098
ashleyfurniture.R217002,Sloane - Red 5’x7’ Rug,Rug,,1.524,,2.2098
ashleyfurniture.R217012,Sloane - Blue 5’x7’ Rug,Rug,,1.524,,2.2098
ashleyfurniture.R219002,Keswick - Brown 5’x7’ Rug,Rug,,1.524,,2.2098
ashleyfurniture.R223002,Livia - Sage 5x8 Rug,Rug,,1.524,0.004826,2.3622
ashleyfurniture.R226002,Thistle - Black 5x8 Rug,Rug,,1.524,0.00889,2.1844
ashleyfurniture.R228002,Frequency - Toffee 5’x7’ Rug,Rug,,1.524,,2.2098
ashleyfurniture.R230002,Rivoletto - Brown 5x7 Rug,Rug,,1.5748,0.012954,2.1844
ashleyfurniture.R237002,Dorchester - Red 5x8 Rug,Rug,,1.6002,0.010922,2.286
ashleyfurniture.R241002,Stratus - Multi 5x7 Rug,Rug,,1.524,0.005842,2.2098
ashleyfurniture.R242002,Intersection - Surf 5'x7' Rug,Rug,,1.524,,2.1844
ashleyfurniture.R254001,"Barclay - Multi 8’x10’6"" Rug",Rug,,2.4384,,3.2004
ashleyfurniture.R254002,"Barclay - Multi 5'x7'9"" Rug",Rug,,1.524,,2.3622
ashleyfurniture.R263002,"Savvy - Graphite 5’x7’9"" Rug",Rug,,1.524,,2.3622
ashleyfurniture.R272002,Eclipse - Forest 5x8 Rug,Rug,,1.524,0.006858,2.3622
ashleyfurniture.R273002,Ashton - Black 5x7 Rug,Rug,,1.524,0.01397,2.286
ashleyfurniture.R274002,Soundwave - Red 5x8 Rug,Rug,,1.524,0.006858,2.3622
ashleyfurniture.R277002,Links - Gray 5’x7’ Rug,Rug,,1.6002,0.034798,2.286
ashleyfurniture.R278002,Shagadelic - Red 5’x7’ Rug,Rug,,1.6002,0.034798,2.286
ashleyfurniture.R279002,Becca - Bisque 5’x7’ Rug,Rug,,1.6002,0.034798,2.286
ashleyfurniture.R280002,Sparkle - Multi 5’x7’ Rug,Rug,,1.6002,0.034798,2.286
ashleyfurniture.R283002,Liora - Multi 5’x7’ Rug,Rug,,1.6002,0.007874,2.286
ashleyfurniture.T119-15,Emporia TV Stand,MediaStorage,TvStand,1.0668,0.6096,0.381
ashleyfurniture.T176-4,Ferretti Sofa Table,Table,AccentTable,1.1684,0.762,0.508
ashleyfurniture.T233-0,Antigo Coffee Table w/ Casters,Table,CoffeeTable,1.2192,0.4826,0.6096
ashleyfurniture.T233-1,Antigo Coffee Table,Table,CoffeeTable,1.2192,0.508,0.6096
ashleyfurniture.T233-2,Antigo End Table,Table,EndTable,0.6096,0.6096,0.6096
ashleyfurniture.T233-4,Antigo Sofa Table,Table,AccentTable,1.2192,0.7366,0.508
ashleyfurniture.T233-7,Antigo End Table,Table,EndTable,0.3048,0.6096,0.6096
ashleyfurniture.T233-8,Antigo Coffee Table,Table,CoffeeTable,1.016,0.508,1.016
